Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,HouseID,DaySold,MonthSold,YearSold,Schools nearby
3.0,2,1245000.0,1,10.7,3187.0,3.0,2.0,1.0,-0.2646140319870838,1,5,-0.12314243511112227,2131,28,5,2016,4
4.0,0,2310000.0,1,10.7,3187.0,4.0,2.0,2.0,0.17302137862037276,1,5,-0.12314243511112227,2133,28,5,2016,4
3.0,1,1420000.0,1,10.7,3187.0,3.0,2.0,2.0,-0.24809948819057598,1,5,-0.12314243511112227,2136,28,8,2016,4
2.0,2,563000.0,1,10.7,3187.0,2.0,1.0,1.0,0.5660675209772583,1,5,-0.12314243511112227,2138,30,7,2016,4
2.0,1,1014000.0,1,10.7,3187.0,2.0,1.0,1.0,-0.23158494439406818,1,5,-0.12314243511112227,2139,30,7,2016,4
2.0,2,428000.0,1,5.2,3056.0,2.0,1.0,2.0,-0.4520541040774472,24,2,1.0091435662539665,2140,3,9,2016,3
2.0,0,1026000.0,1,5.2,3056.0,2.0,1.0,0.0,-0.2662654863667346,24,2,1.0091435662539665,2141,3,9,2016,3
4.0,0,1802500.0,1,5.2,3056.0,4.0,3.0,1.0,-0.2555310328990045,24,2,1.0091435662539665,2142,3,12,2016,3
4.0,0,1500000.0,4,5.2,3056.0,4.0,3.0,1.0,-0.15066367979118,24,2,1.0091435662539665,2143,3,12,2016,3
4.0,0,2230000.0,1,5.2,3056.0,4.0,2.0,3.0,0.2506397344639594,24,2,1.0091435662539665,2148,4,3,2017,3
3.0,0,1050000.0,3,5.2,3056.0,3.0,1.0,2.0,-0.23406212596354437,24,2,1.0091435662539665,2149,4,6,2016,3
2.0,2,410000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2150,4,6,2016,3
1.0,2,272500.0,0,5.2,3056.0,1.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2151,4,6,2016,3
3.0,0,680000.0,0,5.2,3056.0,3.0,3.0,1.0,-0.38517020170159066,24,2,1.0091435662539665,2152,4,6,2016,3
2.0,2,400000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2155,6,8,2016,3
3.0,0,950000.0,3,5.2,3056.0,3.0,1.0,0.0,-0.311680481807131,24,2,1.0091435662539665,2156,6,8,2016,3
3.0,0,1310000.0,0,5.2,3056.0,3.0,2.0,2.0,-0.10029432121183122,24,2,1.0091435662539665,2158,7,5,2016,3
4.0,1,860000.0,0,5.2,3056.0,4.0,2.0,1.0,-0.37361002104403523,24,2,1.0091435662539665,2159,7,5,2016,3
2.0,0,845500.0,1,5.2,3056.0,2.0,1.0,1.0,-0.3042489370987025,24,2,1.0091435662539665,2160,7,5,2016,3
2.0,0,860000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.30259748271905174,24,2,1.0091435662539665,2161,7,5,2016,3
2.0,1,605000.0,0,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2162,7,5,2016,3
3.0,0,1055000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.18451849457402097,24,2,1.0091435662539665,2163,7,5,2016,3
2.0,2,445000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2165,7,5,2016,3
2.0,2,659500.0,1,5.2,3056.0,2.0,1.0,1.0,-0.3694813850949083,24,2,1.0091435662539665,2166,7,11,2016,3
2.0,2,600000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2167,7,11,2016,3
3.0,2,627000.0,1,5.2,3056.0,3.0,2.0,2.0,-0.4520541040774472,24,2,1.0091435662539665,2168,7,11,2016,3
4.0,0,1450000.0,1,5.2,3056.0,4.0,2.0,2.0,-0.18534422176384638,24,2,1.0091435662539665,2169,7,11,2016,3
3.0,0,990000.0,1,5.2,3056.0,3.0,1.0,2.0,-0.11350595624903746,24,2,1.0091435662539665,2170,7,11,2016,3
4.0,0,1115000.0,0,5.2,3056.0,4.0,1.0,0.0,-0.23406212596354437,24,2,1.0091435662539665,2171,8,10,2016,3
3.0,0,1125000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.2225019453059889,24,2,1.0091435662539665,2173,8,10,2016,3
3.0,0,855000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.262962577607433,24,2,1.0091435662539665,2175,8,10,2016,3
3.0,0,910000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.27452275826498845,24,2,1.0091435662539665,2176,8,10,2016,3
3.0,1,940000.0,1,5.2,3056.0,3.0,2.0,1.0,-0.29846884676992474,24,2,1.0091435662539665,2178,8,10,2016,3
2.0,0,1100000.0,1,5.2,3056.0,2.0,1.0,0.0,-0.3257178440341626,24,2,1.0091435662539665,2179,10,9,2016,3
2.0,1,750000.0,0,5.2,3056.0,2.0,2.0,1.0,-0.35461829567805125,24,2,1.0091435662539665,2180,10,9,2016,3
2.0,0,1056000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.1919500392824495,24,2,1.0091435662539665,2181,10,9,2016,3
2.0,1,620000.0,1,5.2,3056.0,2.0,2.0,1.0,-0.3926017464100192,24,2,1.0091435662539665,2183,10,12,2016,3
3.0,2,880000.0,1,5.2,3056.0,3.0,2.0,1.0,-0.3513153869187497,24,2,1.0091435662539665,2185,10,12,2016,3
3.0,0,1222500.0,1,5.2,3056.0,3.0,1.0,0.0,-0.17873840424524326,24,2,1.0091435662539665,2187,10,12,2016,3
3.0,0,810000.0,0,5.2,3056.0,3.0,2.0,3.0,-0.30590039147835324,24,2,1.0091435662539665,2189,11,2,2017,3
2.0,0,1105000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.33067220717311496,24,2,1.0091435662539665,2191,11,2,2017,3
2.0,0,1260000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.1341491359946722,24,2,1.0091435662539665,2192,11,2,2017,3
3.0,1,955000.0,1,5.2,3056.0,3.0,2.0,2.0,-0.18204131300454482,24,2,1.0091435662539665,2193,11,2,2017,3
1.0,1,895000.0,1,5.2,3056.0,1.0,1.0,0.0,-0.4520541040774472,24,2,1.0091435662539665,2194,11,2,2017,3
2.0,0,1094000.0,1,5.2,3056.0,2.0,1.0,2.0,-0.20351021994000495,24,2,1.0091435662539665,2195,11,3,2017,3
3.0,0,1135000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.09038559493392655,24,2,1.0091435662539665,2196,11,3,2017,3
2.0,0,792000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.32902075279346416,24,2,1.0091435662539665,2197,12,11,2016,3
2.0,2,587000.0,3,5.2,3056.0,2.0,1.0,1.0,-0.3579212044373528,24,2,1.0091435662539665,2200,12,11,2016,3
3.0,0,1060000.0,1,5.2,3056.0,3.0,1.0,0.0,-0.23984221629232208,24,2,1.0091435662539665,2201,12,11,2016,3
2.0,0,840000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.29846884676992474,24,2,1.0091435662539665,2202,12,11,2016,3
2.0,0,890000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.2877343933021947,24,2,1.0091435662539665,2204,12,11,2016,3
4.0,0,1358000.0,1,5.2,3056.0,4.0,1.0,1.0,-0.10855159311008512,24,2,1.0091435662539665,2205,13,8,2016,3
3.0,0,840000.0,4,5.2,3056.0,2.0,1.0,0.0,-0.2794771214039408,24,2,1.0091435662539665,2206,13,8,2016,3
2.0,1,685000.0,3,5.2,3056.0,2.0,2.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2208,13,8,2016,3
2.0,2,600000.0,1,5.2,3056.0,2.0,1.0,1.0,0.18210437770845206,24,2,1.0091435662539665,2209,13,8,2016,3
3.0,0,905000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.19277576647227487,24,2,1.0091435662539665,2211,14,5,2016,3
3.0,0,976000.0,1,5.2,3056.0,3.0,2.0,1.0,-0.2538795785193537,24,2,1.0091435662539665,2212,14,5,2016,3
3.0,1,641000.0,3,5.2,3056.0,3.0,2.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2213,14,5,2016,3
2.0,0,770000.0,1,5.2,3056.0,2.0,1.0,0.0,-0.326543571223988,24,2,1.0091435662539665,2214,15,10,2016,3
1.0,2,279500.0,1,5.2,3056.0,1.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2215,15,10,2016,3
4.0,0,1800000.0,4,5.2,3056.0,4.0,2.0,3.0,-0.22828203563476662,24,2,1.0091435662539665,2216,15,10,2016,3
4.0,0,1350000.0,1,5.2,3056.0,4.0,1.0,1.0,-0.14653504384205304,24,2,1.0091435662539665,2218,15,10,2016,3
4.0,0,1320000.0,1,5.2,3056.0,4.0,2.0,1.0,-0.22002476373651272,24,2,1.0091435662539665,2219,15,10,2016,3
3.0,0,825000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.2786513942141154,24,2,1.0091435662539665,2222,16,4,2016,3
2.0,0,860000.0,1,5.2,3056.0,3.0,1.0,2.0,-0.16139813325891006,24,2,1.0091435662539665,2223,16,4,2016,3
2.0,0,830000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.18864713052314794,24,2,1.0091435662539665,2224,16,4,2016,3
2.0,0,936000.0,1,5.2,3056.0,2.0,1.0,2.0,-0.2869086661123693,24,2,1.0091435662539665,2225,16,4,2016,3
3.0,0,1261000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.2736970310751631,24,2,1.0091435662539665,2226,16,4,2016,3
3.0,0,1045000.0,1,5.2,3056.0,3.0,1.0,2.0,-0.2687426679362107,24,2,1.0091435662539665,2227,16,4,2016,3
3.0,2,1044000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2228,16,7,2016,3
3.0,0,1050000.0,3,5.2,3056.0,3.0,1.0,1.0,-0.2547053057091791,24,2,1.0091435662539665,2231,17,9,2016,3
3.0,0,1691500.0,1,5.2,3056.0,3.0,2.0,3.0,-0.06396232485951409,24,2,1.0091435662539665,2232,17,9,2016,3
2.0,0,1075000.0,0,5.2,3056.0,2.0,1.0,0.0,-0.19525294804175106,24,2,1.0091435662539665,2233,17,9,2016,3
2.0,2,620000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.34058093345101964,24,2,1.0091435662539665,2234,17,9,2016,3
2.0,2,501000.0,1,5.2,3056.0,2.0,1.0,1.0,0.489274892323497,24,2,1.0091435662539665,2235,18,3,2017,3
3.0,0,1260000.0,1,5.2,3056.0,3.0,1.0,6.0,0.012830303794247162,24,2,1.0091435662539665,2236,18,3,2017,3
3.0,0,1650000.0,1,5.2,3056.0,3.0,1.0,2.0,-0.04331914511387934,24,2,1.0091435662539665,2238,18,3,2017,3
2.0,2,601000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2241,18,3,2017,3
1.0,0,800000.0,0,5.2,3056.0,1.0,1.0,4.0,-0.17956413143506864,24,2,1.0091435662539665,2242,18,3,2017,3
2.0,0,1015000.0,1,5.2,3056.0,2.0,1.0,0.0,-0.07799968708654571,24,2,1.0091435662539665,2243,18,3,2017,3
1.0,1,625000.0,0,5.2,3056.0,1.0,1.0,1.0,-0.3843444745117653,24,2,1.0091435662539665,2245,18,6,2016,3
3.0,0,1700000.0,1,5.2,3056.0,3.0,2.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2246,18,6,2016,3
3.0,1,815000.0,1,5.2,3056.0,3.0,2.0,1.0,-0.3703071122847337,24,2,1.0091435662539665,2247,18,6,2016,3
2.0,2,435000.0,3,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2248,18,6,2016,3
2.0,0,890000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.2381907619126713,24,2,1.0091435662539665,2249,18,6,2016,3
3.0,0,1815000.0,1,5.2,3056.0,3.0,1.0,3.0,0.05329093609569126,24,2,1.0091435662539665,2250,18,6,2016,3
5.0,0,2500000.0,1,5.2,3056.0,5.0,2.0,2.0,0.006224486275644044,24,2,1.0091435662539665,2251,19,11,2016,3
2.0,0,860000.0,0,5.2,3056.0,2.0,1.0,1.0,-0.2059874015094811,24,2,1.0091435662539665,2252,19,11,2016,3
2.0,2,491000.0,1,5.2,3056.0,2.0,1.0,1.0,0.43973126093397363,24,2,1.0091435662539665,2253,19,11,2016,3
3.0,0,990000.0,1,5.2,3056.0,3.0,2.0,1.0,-0.2918630292513216,24,2,1.0091435662539665,2255,19,11,2016,3
2.0,2,350000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2256,22,5,2016,3
2.0,0,871000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.27452275826498845,24,2,1.0091435662539665,2257,22,5,2016,3
3.0,0,985000.0,1,5.2,3056.0,3.0,1.0,2.0,-0.13497486318449758,24,2,1.0091435662539665,2258,22,5,2016,3
3.0,0,1250000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.05322787139178402,24,2,1.0091435662539665,2259,22,5,2016,3
2.0,0,542000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2260,22,5,2016,3
3.0,1,641000.0,3,5.2,3056.0,3.0,2.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2261,22,5,2016,3
5.0,0,1395000.0,1,5.2,3056.0,4.0,2.0,2.0,-0.12919477285571987,24,2,1.0091435662539665,2262,22,5,2016,3
3.0,0,860000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.30012030114957555,24,2,1.0091435662539665,2265,22,8,2016,3
1.0,2,440000.0,1,5.2,3056.0,1.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2266,22,8,2016,3
2.0,0,860000.0,3,5.2,3056.0,2.0,1.0,0.0,-0.3257178440341626,24,2,1.0091435662539665,2267,22,8,2016,3
3.0,0,835000.0,0,5.2,3056.0,3.0,1.0,0.0,-0.20268449275017955,24,2,1.0091435662539665,2271,23,4,2016,3
2.0,0,705000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.3191120265155595,24,2,1.0091435662539665,2272,23,4,2016,3
2.0,0,800000.0,1,5.2,3056.0,2.0,1.0,0.0,-0.33892947907136883,24,2,1.0091435662539665,2274,23,4,2016,3
3.0,0,880000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.23406212596354437,24,2,1.0091435662539665,2277,24,9,2016,3
3.0,0,1000000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.14653504384205304,24,2,1.0091435662539665,2278,24,9,2016,3
2.0,1,754000.0,1,5.2,3056.0,2.0,2.0,1.0,-0.30590039147835324,24,2,1.0091435662539665,2279,24,9,2016,3
2.0,0,916000.0,1,5.2,3056.0,2.0,1.0,0.0,0.6445116040106703,24,2,1.0091435662539665,2281,24,9,2016,3
2.0,2,590000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2282,24,9,2016,3
2.0,2,575000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2284,24,9,2016,3
2.0,0,1020000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.2216762181161635,24,2,1.0091435662539665,2285,25,2,2017,3
3.0,0,1510000.0,1,5.2,3056.0,3.0,1.0,0.0,-0.1836927673841956,24,2,1.0091435662539665,2286,25,2,2017,3
2.0,1,801000.0,1,5.2,3056.0,2.0,2.0,1.0,-0.32324066246468647,24,2,1.0091435662539665,2287,25,2,2017,3
3.0,1,820000.0,3,5.2,3056.0,3.0,2.0,2.0,3.402440418027472,24,2,1.0091435662539665,2288,25,2,2017,3
1.0,2,370000.0,1,5.2,3056.0,1.0,1.0,1.0,-0.006161421571736801,24,2,1.0091435662539665,2289,26,7,2016,3
3.0,0,1170000.0,1,5.2,3056.0,3.0,1.0,0.0,-0.21672185497721116,24,2,1.0091435662539665,2291,26,7,2016,3
4.0,0,1790000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.10855159311008512,24,2,1.0091435662539665,2293,27,6,2016,3
3.0,1,640000.0,0,5.2,3056.0,3.0,2.0,1.0,-0.3612241131966544,24,2,1.0091435662539665,2294,27,6,2016,3
4.0,0,820000.0,4,5.2,3056.0,3.0,1.0,0.0,-0.10855159311008512,24,2,1.0091435662539665,2295,27,6,2016,3
4.0,0,1875000.0,1,5.2,3056.0,4.0,2.0,2.0,0.0904486596378338,24,2,1.0091435662539665,2296,27,6,2016,3
3.0,0,1053000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.16882967796733858,24,2,1.0091435662539665,2297,27,6,2016,3
3.0,1,705000.0,0,5.2,3056.0,2.0,1.0,1.0,-0.40663910863705083,24,2,1.0091435662539665,2300,27,6,2016,3
1.0,2,240000.0,0,5.2,3056.0,1.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2301,27,11,2016,3
4.0,0,1175000.0,0,5.2,3056.0,4.0,1.0,2.0,-0.18864713052314794,24,2,1.0091435662539665,2302,27,11,2016,3
4.0,0,1217000.0,1,5.2,3056.0,4.0,1.0,0.0,-0.15231513417083078,24,2,1.0091435662539665,2306,27,11,2016,3
3.0,0,1020000.0,3,5.2,3056.0,3.0,1.0,3.0,-0.1977301296112272,24,2,1.0091435662539665,2307,27,11,2016,3
2.0,2,1180000.0,0,5.2,3056.0,2.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2309,27,11,2016,3
3.0,0,1340000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.1911243120926241,24,2,1.0091435662539665,2310,27,11,2016,3
4.0,0,1410000.0,0,5.2,3056.0,4.0,2.0,1.0,-0.07221959675776798,24,2,1.0091435662539665,2312,28,5,2016,3
3.0,0,1550000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.1663524963978624,24,2,1.0091435662539665,2313,28,5,2016,3
3.0,0,740000.0,0,5.2,3056.0,3.0,2.0,1.0,3.4090462355460756,24,2,1.0091435662539665,2314,28,5,2016,3
3.0,0,947000.0,1,5.2,3056.0,3.0,1.0,2.0,0.3703701769886409,24,2,1.0091435662539665,2315,28,5,2016,3
2.0,2,592500.0,1,5.2,3056.0,2.0,1.0,2.0,-0.4520541040774472,24,2,1.0091435662539665,2316,28,5,2016,3
3.0,0,1317000.0,1,5.2,3056.0,3.0,1.0,1.0,-0.05570505296126019,24,2,1.0091435662539665,2317,28,5,2016,3
1.0,2,370000.0,1,5.2,3056.0,1.0,1.0,1.0,-0.4520541040774472,24,2,1.0091435662539665,2318,28,5,2016,3
2.0,0,765000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.2877343933021947,24,2,1.0091435662539665,2319,28,5,2016,3
1.0,0,772000.0,3,5.2,3056.0,1.0,1.0,1.0,-0.33067220717311496,24,2,1.0091435662539665,2323,28,8,2016,3
3.0,0,1210000.0,1,5.2,3056.0,3.0,2.0,1.0,-0.22085049092633813,24,2,1.0091435662539665,2324,28,8,2016,3
4.0,0,1755000.0,1,5.2,3056.0,4.0,2.0,1.0,-0.15974667887925928,24,2,1.0091435662539665,2325,28,8,2016,3
2.0,0,1073000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.3017717555292263,24,2,1.0091435662539665,2327,28,8,2016,3
3.0,0,1080000.0,1,5.2,3056.0,3.0,2.0,1.0,-0.1911243120926241,24,2,1.0091435662539665,2328,28,8,2016,3
2.0,0,945000.0,1,5.2,3056.0,2.0,1.0,2.0,-0.24892521538040138,24,2,1.0091435662539665,2329,30,7,2016,3
2.0,0,755000.0,1,5.2,3056.0,2.0,1.0,1.0,-0.3207634808952103,24,2,1.0091435662539665,2331,30,7,2016,3
2.0,2,521500.0,1,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2332,3,9,2016,4
2.0,2,320000.0,0,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2334,3,12,2016,4
3.0,0,1190000.0,1,5.9,3055.0,3.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2335,3,12,2016,4
3.0,0,942000.0,1,5.9,3055.0,3.0,1.0,0.0,-0.15644377011995772,24,2,-0.09040163507164982,2336,4,3,2017,4
2.0,2,471000.0,1,5.9,3055.0,2.0,1.0,1.0,0.01365603098407255,24,2,-0.09040163507164982,2337,4,3,2017,4
2.0,2,473000.0,1,5.9,3055.0,2.0,1.0,2.0,0.01695893974337411,24,2,-0.09040163507164982,2339,4,6,2016,4
3.0,0,1200000.0,1,5.9,3055.0,3.0,1.0,1.0,0.04338220981778658,24,2,-0.09040163507164982,2340,4,6,2016,4
4.0,0,930000.0,1,5.9,3055.0,4.0,2.0,2.0,-0.20516167431965573,24,2,-0.09040163507164982,2344,4,6,2016,4
1.0,2,265000.0,0,5.9,3055.0,1.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2346,7,5,2016,4
3.0,0,955000.0,1,5.9,3055.0,3.0,1.0,0.0,-0.2703941223158615,24,2,-0.09040163507164982,2347,7,5,2016,4
5.0,0,1350000.0,3,5.9,3055.0,5.0,2.0,2.0,-0.030933237266498492,24,2,-0.09040163507164982,2348,7,11,2016,4
2.0,1,380000.0,4,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2350,7,11,2016,4
1.0,2,300000.0,3,5.9,3055.0,1.0,1.0,0.0,-0.4520541040774472,24,2,-0.09040163507164982,2352,7,11,2016,4
3.0,0,810000.0,1,5.9,3055.0,3.0,1.0,2.0,-0.16387531482838624,24,2,-0.09040163507164982,2353,7,11,2016,4
2.0,2,380000.0,0,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2356,10,9,2016,4
3.0,0,793000.0,1,5.9,3055.0,3.0,1.0,0.0,-0.22497912687546506,24,2,-0.09040163507164982,2358,10,12,2016,4
2.0,2,400000.0,3,5.9,3055.0,2.0,1.0,1.0,-0.3917760192201938,24,2,-0.09040163507164982,2359,10,12,2016,4
2.0,2,400500.0,3,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2360,11,2,2017,4
3.0,1,797500.0,1,5.9,3055.0,3.0,2.0,2.0,-0.23571358034319514,24,2,-0.09040163507164982,2361,11,2,2017,4
2.0,2,435000.0,1,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2362,12,6,2016,4
3.0,0,920000.0,1,5.9,3055.0,3.0,1.0,2.0,-0.038364781974927,24,2,-0.09040163507164982,2364,12,11,2016,4
3.0,0,1172000.0,1,5.9,3055.0,3.0,1.0,2.0,-0.029281782886847713,24,2,-0.09040163507164982,2366,12,11,2016,4
3.0,0,1300000.0,0,5.9,3055.0,3.0,1.0,2.0,-0.15148940698100538,24,2,-0.09040163507164982,2367,12,11,2016,4
3.0,0,1330000.0,1,5.9,3055.0,3.0,1.0,2.0,-0.16057240606908468,24,2,-0.09040163507164982,2368,12,11,2016,4
3.0,0,1245000.0,1,5.9,3055.0,3.0,1.0,1.0,-0.11185450186938668,24,2,-0.09040163507164982,2369,14,5,2016,4
2.0,0,900000.0,3,5.9,3055.0,2.0,1.0,1.0,-0.11350595624903746,24,2,-0.09040163507164982,2372,14,5,2016,4
7.0,0,1205000.0,1,5.9,3055.0,7.0,3.0,1.0,-0.08295405022549804,24,2,-0.09040163507164982,2376,15,10,2016,4
2.0,2,380000.0,0,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2378,15,10,2016,4
3.0,0,1095000.0,1,5.9,3055.0,3.0,1.0,1.0,-0.11268022905921207,24,2,-0.09040163507164982,2379,15,10,2016,4
2.0,1,680000.0,4,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2380,15,10,2016,4
2.0,0,711000.0,1,5.9,3055.0,2.0,1.0,1.0,-0.30590039147835324,24,2,-0.09040163507164982,2381,16,4,2016,4
2.0,0,910000.0,1,5.9,3055.0,2.0,1.0,4.0,0.023564757261977227,24,2,-0.09040163507164982,2382,16,4,2016,4
3.0,0,1186000.0,1,5.9,3055.0,3.0,1.0,3.0,0.0499880273363897,24,2,-0.09040163507164982,2383,16,7,2016,4
2.0,2,500000.0,1,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2384,16,7,2016,4
2.0,0,1005000.0,1,5.9,3055.0,2.0,1.0,1.0,-0.21754758216703657,24,2,-0.09040163507164982,2386,17,9,2016,4
2.0,2,385000.0,3,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2387,18,3,2017,4
2.0,2,656000.0,1,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2388,18,3,2017,4
2.0,2,370000.0,1,5.9,3055.0,2.0,1.0,1.0,1.2984875383523788,24,2,-0.09040163507164982,2389,18,3,2017,4
1.0,2,320000.0,1,5.9,3055.0,1.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2390,18,6,2016,4
4.0,0,988000.0,1,5.9,3055.0,4.0,1.0,1.0,-0.13497486318449758,24,2,-0.09040163507164982,2391,19,11,2016,4
2.0,2,400000.0,1,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2393,22,5,2016,4
1.0,2,330000.0,1,5.9,3055.0,1.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2395,22,5,2016,4
5.0,0,1200000.0,0,5.9,3055.0,5.0,2.0,3.0,0.004573031895993265,24,2,-0.09040163507164982,2398,22,8,2016,4
2.0,2,537000.0,3,5.9,3055.0,2.0,1.0,1.0,-0.038364781974927,24,2,-0.09040163507164982,2399,22,8,2016,4
3.0,0,910000.0,1,5.9,3055.0,3.0,1.0,2.0,0.1399922910273572,24,2,-0.09040163507164982,2400,22,8,2016,4
1.0,2,285000.0,0,5.9,3055.0,1.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2401,22,8,2016,4
4.0,0,921500.0,1,5.9,3055.0,3.0,1.0,1.0,0.022739030072151837,24,2,-0.09040163507164982,2402,22,8,2016,4
3.0,0,995000.0,1,5.9,3055.0,3.0,1.0,2.0,-0.03506187321562544,24,2,-0.09040163507164982,2403,23,4,2016,4
3.0,0,901000.0,1,5.9,3055.0,3.0,1.0,4.0,-0.15726949730978312,24,2,-0.09040163507164982,2404,23,4,2016,4
2.0,0,1315000.0,1,5.9,3055.0,2.0,1.0,2.0,0.005398759085818654,24,2,-0.09040163507164982,2405,24,9,2016,4
2.0,2,370000.0,4,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2406,24,9,2016,4
2.0,1,735000.0,1,5.9,3055.0,2.0,1.0,2.0,-0.3529668412984005,24,2,-0.09040163507164982,2407,24,9,2016,4
4.0,0,1000000.0,1,5.9,3055.0,3.0,1.0,1.0,0.03429921072970729,24,2,-0.09040163507164982,2408,24,9,2016,4
1.0,2,252000.0,0,5.9,3055.0,1.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2409,25,2,2017,4
4.0,0,1700000.0,0,5.9,3055.0,4.0,2.0,2.0,0.060722480804119766,24,2,-0.09040163507164982,2412,25,2,2017,4
2.0,0,820000.0,1,5.9,3055.0,3.0,1.0,1.0,-0.28195430297341695,24,2,-0.09040163507164982,2413,26,7,2016,4
2.0,2,370000.0,4,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2414,27,6,2016,4
2.0,2,484000.0,1,5.9,3055.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.09040163507164982,2417,27,6,2016,4
